DC Candidate ID,Name,Company Name,Company Number,Company Status,Role,Role Status,Role Appointed Date,Role Resigned Date
1768,Philip Thomas HOLLOBONE,SOLVE IT VSA,06410586,Dissolved,Director,Resigned,1 December 2009,29 October 2015
1768,Philip Thomas HOLLOBONE,NVIRO CLEANTECH LIMITED,05606469,Active,Director,Resigned,27 December 2006,22 July 2008
1886,Karl Ian MCCARTNEY,LINK EDUCATION TRUST,07842369,Dissolved,Director,Resigned,26 November 2012,21 October 2014
1900,Laurence ROBERTSON,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,4 July 2018,3 July 2019
1900,Laurence Anthony ROBERTSON,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,14 July 2015,12 July 2017
1923,Alun Hugh CAIRNS,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,19 October 2011,14 July 2015
1958,Damian Noel Thomas COLLINS,THE SPORTS TRUST,08623233,Active,Director,Active,3 February 2017,
1985,Stuart ANDREW,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,17 October 2012,19 July 2018
2098,Catherine MCKINNELL,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Active,26 February 2020,
2098,Catherine MCKINNELL,URBAN CAFE BAR EVENTS LIMITED,04317580,Dissolved,Director,,25 June 2007,
2107,Helen GRANT,THE SOCIAL MOBILITY FOUNDATION,05488354,Active,Director,Resigned,12 July 2016,31 July 2020
2131,Denis HEALY,DENIS HEALY ASSOCIATES LTD,06332356,Dissolved,Secretary,,2 August 2007,
2131,Denis HEALY,DENIS HEALY ASSOCIATES LTD,06332356,Dissolved,Director,,2 August 2007,
2209,Guy Thomas OPPERMAN,TYNEDALE COMMUNITY VENTURES LTD,09974373,Dissolved,Director,Resigned,28 January 2016,12 January 2018
2209,Guy Thomas OPPERMAN,ASSOCIATION OF AIR AMBULANCES (CHARITY) LTD,09391251,Active,Director,Resigned,22 February 2015,5 June 2015
2241,Lisa NANDY,CENTRE FOR TOWNS C.I.C.,11358819,Dissolved,Director,Resigned,12 May 2018,23 December 2021
2241,Lisa Eva NANDY,LABOUR TOGETHER LIMITED,09630980,Active,Director,Resigned,31 March 2016,6 February 2023
2283,Robin MILLAR,CONSERVATIVE UNION RESEARCH UNIT LTD,13455181,Dissolved,Director,,14 June 2021,
2308,Robin David LAMBERT,LAMBERT & LANGLEY HOME & GARDEN LTD,06132177,Dissolved,Secretary,,1 March 2007,
2308,Robin David LAMBERT,LAMBERT & LANGLEY HOME & GARDEN LTD,06132177,Dissolved,Director,,1 March 2007,
2414,David John KENDALL,BRENTWOOD COMMUNITY TRANSPORT,07024763,Active,Director,Resigned,26 August 2014,29 May 2019
2419,Peter WISHART,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,9 July 2013,14 July 2015
2419,Peter WISHART,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,02693163,Active,Director,Resigned,3 October 2011,31 May 2015
2433,Conor BURNS,CONOR BURNS BOURNEMOUTH TRUST,07673934,Dissolved,Director,,17 June 2011,
2433,Conor BURNS,SAFEWISE,03251868,Dissolved,Director,Resigned,25 June 2010,12 October 2012
2433,Conor David BURNS,ALUM COURT (BOURNEMOUTH) LIMITED,06882897,Active,Director,Active,1 August 2012,
2433,Conor David BURNS,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,15 March 2016,30 March 2020
2433,Conor David BURNS,CHERISH FREEDOM,08355124,Active,Director,Resigned,21 December 2015,25 July 2019
2447,Layla MORAN,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,28 January 2020,
2519,Emily THORNBERRY,CLIFTON HOUSE (GUILDFORD) LIMITED,05067899,Active,Director,Resigned,9 April 2008,1 April 2010
2601,Christopher Ashley BRAMALL,CHRISTOPHER BRAMALL LIMITED,06334247,Dissolved,Director,,6 August 2007,
2601,Christopher Ashley BRAMALL,SUMMIT HOUSE SUPPORT,05494923,Dissolved,Director,Resigned,5 July 2010,8 March 2012
2684,Karl TURNER,FRIENDS OF PELICAN PARK,07207520,Active,Director,Active,10 February 2023,
2706,Patricia GIBSON,NORTH AYRSHIRE WOMEN'S AID,SC357590,Active,Director,Active,13 May 2024,
2740,Paul Andrew FOSTER,ICON 21 TRANSFER LIMITED,10056934,Dissolved,Director,,11 March 2016,
2757,Paul PENLINGTON,MARI LWYD CYF,14746697,Active,Director,Active,21 March 2023,
2757,Paul PENLINGTON,BAD FAERIE FILMS LTD,10481470,Dissolved,Director,,16 November 2016,
2759,David Sandru NAGHI,ASSOCIATED BUILDING COMPANY LTD,12444396,Active,Director,Active,5 February 2020,
2827,George FREEMAN,NEWTON'S APPLE FOUNDATION LTD,05916214,Dissolved,Director,Resigned,1 September 2010,14 May 2013
3048,Siobhain MCDONAGH,MITCHAM GARDEN VILLAGE,00246884,Active,Director,Active,11 May 1999,
3048,Siobhain MCDONAGH,MERTON ENTERPRISE AGENCY LIMITED,01766231,Dissolved,Director,Resigned,6 March 1998,1 September 2002
3048,Siobhain Ann MCDONAGH,MERTON ASSOCIATION FOR MENTAL HEALTH,03245540,Dissolved,Director,Resigned,4 September 1996,25 November 1998
3048,Siobhain Ann MCDONAGH,MITCHAM GARDEN VILLAGE,00246884,Active,Director,Resigned,25 January 1994,23 May 1996
3067,Sharon HODGSON,THE BASKETBALL FOUNDATION,07656095,Active,Director,Resigned,5 July 2011,1 March 2020
3138,Chris Frank William GOODALL,CHRIS GOODALL PROJECT SERVICES LTD,09058741,Dissolved,Director,,27 May 2014,
3138,Chris Frank William GOODALL,WESTMILL SMARTGRID AND STORAGE COMMUNITY INTEREST COMPANY,09877731,Active,Director,Resigned,18 November 2015,22 March 2023
3138,Chris Frank William GOODALL,DYNMARK INTERNATIONAL LIMITED,04343332,Active,Director,Resigned,28 February 2006,23 April 2008
3383,Jason Alexander MCCARTNEY,THE LEANNE BAKER TRUST,08932937,Dissolved,Director,,20 November 2015,
3383,Jason Alexander MCCARTNEY,FAIRANDFUNKY CIC,08016821,Active,Director,Resigned,5 February 2018,13 April 2023
3383,Jason Alexander MCCARTNEY,THE MID YORKSHIRE CHAMBER OF COMMERCE AND INDUSTRY LIMITED,00009141,Active,Director,Resigned,13 April 2018,2 March 2020
3383,Jason Alexander MCCARTNEY,TOGETHER LEARNING TRUST,09040380,Active,Director,Resigned,4 March 2019,18 December 2019
3383,Jason Alexander MCCARTNEY,HUDDERSFIELD LIVE C.I.C.,09929728,Active,Director,Resigned,18 July 2019,18 December 2019
3449,Damian Patrick George HINDS,REVECON LIMITED,04856744,Dissolved,Director,,11 August 2003,
3449,Damian Patrick George HINDS,REVECON LIMITED,04856744,Dissolved,Secretary,,11 August 2003,
3449,Damian Patrick George HINDS,24 LADBROKE GARDENS LIMITED,01075018,Active,Director,Resigned,23 August 2001,7 September 2007
3449,Damian Patrick George HINDS,GREENE KING ACQUISITIONS NO.2 LIMITED,05462825,Active,Director,Resigned,22 November 2005,9 January 2006
3449,Damian Patrick George HINDS,24 LADBROKE GARDENS LIMITED,01075018,Active,Secretary,Resigned,29 October 2002,11 October 2004
3449,Damian Patrick George HINDS,BOW PUBLICATIONS LIMITED,00567139,Dissolved,Director,Resigned,20 December 1999,14 June 2003
3649,Alison MCGOVERN,LABOUR CAMPAIGN FOR THE SINGLE MARKET LIMITED,10929919,Dissolved,Director,,23 August 2017,
3658,Chi ONWURAH,FOUNDATION FOR SCIENCE AND TECHNOLOGY,01327814,Converted / Closed,Director,Resigned,6 July 2016,2 March 2022
3670,Ayoub KHAN,SSM21 MANAGEMENT LTD,12523562,Dissolved,Director,,4 May 2021,
3670,Ayoub KHAN,CHAMBERS OF AYOUB KHAN LIMITED,10881101,Active,Director,Active,24 July 2017,
3670,Ayoub KHAN,RED LION LAW LTD,08263329,Active,Director,Resigned,22 October 2012,4 August 2015
3720,Wera Benedicta Caecilie HOBHOUSE,PALLADIAN ACADEMY TRUST,08061092,Active,Director,Resigned,29 August 2018,31 December 2021
3762,Pippa BARTOLOTTI,TOUCAN SYSTEMS LIMITED,02068869,Active,Director,Resigned,3 April 2001,2 May 2003
3882,Graham EARDLEY,CO-OPERATION BLACK COUNTRY LTD,01692266,Dissolved,Director,Resigned,1 June 1993,19 May 1995
4073,Mark SPENCER,MIDLAND METAL WINDOWS LIMITED,08183964,Active,Director,Active,17 August 2012,
4098,Jackie DOYLE-PRICE,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,17 October 2012,14 June 2017
4173,Craig WILLIAMS,CRAIG A WILLIAMS HAULAGE LTD,11834119,Active,Director,Active,19 February 2019,
4180,Tom Christopher John PURSGLOVE,POLICY RESEARCH UNIT LIMITED,07960177,Active,Director,Resigned,16 October 2020,17 September 2021
4183,Amanda Jane SOLLOWAY,LANDAU FORTE CHARITABLE TRUST,02387916,Active,Director,Active,20 April 2023,
4188,Caroline Julie Porte ANSELL,3VA,04637252,Active,Director,Resigned,1 December 2011,11 August 2015
4217,Ranil Malcolm JAYAWARDENA,OWL AND BEAR EDUCATION,11624951,Active,Director,Active,16 October 2018,
4217,Ranil Malcolm JAYAWARDENA,RINGSHALL LIMITED,07937372,Active,Director,Resigned,6 February 2012,5 August 2020
4217,Ranil Malcolm JAYAWARDENA,PEPTCELL LIMITED,04983543,Active,Director,Resigned,22 September 2017,5 August 2020
4217,Ranil Malcolm JAYAWARDENA,RINGSHALL (NO. 2) LIMITED,11768587,Active,Director,Resigned,15 January 2019,5 August 2020
4224,Kelly Jane TOLHURST,CHATHAM MARITIME TRUST,02913375,Active,Director,Active,8 November 2013,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Director,Active,6 September 2010,
4224,Kelly Jane TOLHURST,SKIPPER (UK) LIMITED,03099550,Active,Secretary,Resigned,15 February 2002,10 October 2019
4224,Kelly Jane TOLHURST,ACTION FOR BORSTAL COMMUNITY PROJECT,03364165,Active,Director,Resigned,10 November 2011,1 May 2015
4236,Kevin HOLLINRAKE,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Resigned,12 September 2017,23 February 2023
4264,Neil Alan John COYLE,NATIONAL CENTRE FOR INDEPENDENT LIVING (NCIL),04701388,Dissolved,Director,Resigned,5 December 2006,1 October 2007
4270,Samuel Jonathan RUSHWORTH,OUR WORLD RESEARCH AND CONSULTANCY LTD,10684271,Active,Director,Active,22 March 2017,
4270,Samuel RUSHWORTH,BISHOP AUCKLAND COMMUNITY PARTNERSHIP,04619793,Active,Director,Active,3 August 2022,
4270,Samuel RUSHWORTH,AFRICAN DREAMS LTD,11719684,Active,Director,Active,10 December 2018,
4274,Matthew James DORRANCE,BRECON AND DISTRICT MIND,07814000,Active,Director,Resigned,15 October 2014,15 July 2015
4281,Thangam Rachel DEBBONAIRE,UNIVERSITY OF BRISTOL STUDENTS' UNION,06977417,Active,Director,Resigned,19 September 2011,5 June 2015
4281,Thangam Rachel DEBBONAIRE,WISH FOR A BRIGHTER FUTURE,05676400,Dissolved,Director,Resigned,14 September 2011,21 January 2014
4286,James Richard FRITH,LEMONADE PARTNERS LTD,14809620,Active,Director,Active,17 April 2023,
4305,Christopher John VINCE,HTS (PROPERTY AND ENVIRONMENT) LIMITED,09929963,Active,Director,Resigned,5 July 2018,2 July 2020
4305,Christopher John VINCE,HTS GROUP LIMITED,09929960,Active,Director,Resigned,24 June 2018,2 June 2020
4329,Justin Piers Richard MADDERS,ELLESMERE PORT AND NESTON CITIZENS ADVICE BUREAU,04584293,Dissolved,Director,Resigned,7 November 2002,30 August 2007
4329,Justin Piers Richard MADDERS,EQUALITY AND EMPLOYMENT LAW CENTRE LTD.,04946069,Active,Director,Resigned,16 November 2004,7 April 2005
4331,Bambos CHARALAMBOUS,LONDON YOUTH GAMES FOUNDATION,02039817,Active,Director,Resigned,24 October 2012,31 August 2014
4331,Bambos CHARALAMBOUS,LAW CENTRES FEDERATION,02433492,Active,Director,Resigned,11 November 2005,10 November 2006
4343,Matthew PENNYCOOK,THE TWINKLE PARK TRUST,03817872,Active,Director,Resigned,19 February 2011,22 February 2012
4346,Tulip SIDDIQ,GOOD CHANCE THEATRE,09952411,Active,Director,Active,26 February 2019,
4370,Alex David SOBEL,GREEN LEEDS LIMITED,03438238,Active,Director,Resigned,1 October 2015,8 August 2017
4370,Alexander David SOBEL,TRANSFORM LABOUR LTD,12079191,Dissolved,Director,,2 July 2019,
4411,Naushabah Parveen KHAN,UNIVERSITY OF BIRMINGHAM GUILD OF STUDENTS,06638759,Active,Director,Resigned,4 July 2008,31 July 2008
4447,Emily BROTHERS,BAY SPRINGS LTD,13367765,Active,Director,Active,29 April 2021,
4457,Chris ELMORE,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,28 January 2020,
4499,Christine Anne JARDINE,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,02693163,Active,Director,Resigned,28 February 2020,28 February 2023
4537,Paul Richard HODGKINSON,PAUL HODGKINSON LIMITED,05452838,Dissolved,Director,,16 May 2005,
4593,Adrian James HYYRYLAINEN-TRETT,INCLUSIV LTD,07962715,Active,Director,Active,23 February 2012,
4805,Martin CORNEY,THE GROWING PROJECT CIC,07677387,Active,Director,Resigned,24 April 2014,13 February 2020
4825,Imran HUSSAIN,MINISTRY OF VAPE LTD,11809622,Dissolved,Director,,6 February 2019,
4896,Andy John KELLY,ELLENROAD TRUST LIMITED,02006522,Active,Director,Active,26 May 2015,
4896,Andy John KELLY,ROCHDALE BOROUGHWIDE CULTURAL TRUST,06052980,Active,Director,Resigned,15 May 2013,29 May 2014
4896,Andy John KELLY,ELLENROAD TRUST LIMITED,02006522,Active,Director,Resigned,25 May 2010,23 May 2014
4907,Victoria Mary Boswell PRENTIS,ST MATTHEW'S CONFERENCE CENTRE LIMITED,03782816,Active,Director,Resigned,19 August 1999,9 May 2012
4967,Neil John MCEVOY,NEIL MCEVOY ADVOCACY CYF,13586029,Active,Director,Active,25 August 2021,
4967,Neil John MCEVOY,PROPEL NATION CYF,11353311,Active,Director,Active,12 December 2019,
4967,Neil John MCEVOY,REYES GLOBAL INTERESTS CYF.,08018574,Dissolved,Director,,3 April 2012,
4967,Neil John MCEVOY,CWMNI DISTYLLFA LLANBERIS CYF,08257539,Dissolved,Director,Resigned,17 October 2012,15 October 2016
4970,Liz SAVILLE ROBERTS,OPRA CYMRU CYF,06657485,Active,Director,Resigned,20 May 2015,7 February 2023
4970,Liz SAVILLE ROBERTS,CWMNI CYNNAL,03175443,Liquidation,Director,Resigned,8 July 2008,14 May 2015
4986,Shan Ursula OAKES,THE CREATIVE RISE C.I.C.,11565512,Active,Director,Resigned,22 June 2022,10 November 2022
4997,Rachel GILMOUR,CORPORATE & COMMERCIAL LAW LIMITED,14582923,Dissolved,Director,,10 January 2023,
5039,Dean RUSSELL,THE WATFORD UTC,08599329,Active,Director,Resigned,20 January 2021,22 May 2023
5039,Dean RUSSELL,EPIFNY CONSULTING LTD,10075118,Active,Director,Resigned,21 May 2020,19 May 2022
5039,Dean RUSSELL,PRETTY SQUARE PICTURE COMPANY LIMITED,11251548,Active,Director,Resigned,13 March 2018,1 March 2022
5039,Dean RUSSELL,WIN THAT PITCH LIMITED,11251599,Active,Director,Resigned,13 March 2018,1 March 2022
5039,Dean RUSSELL,EPIFNY CONSULTING LTD,10075118,Active,Director,Resigned,21 March 2016,20 May 2020
5039,Dean RUSSELL,HARPENDEN ACADEMY LIMITED,07649122,Dissolved,Director,Resigned,24 January 2014,22 May 2014
5049,Peter Alexander BEDFORD,LEICESTER AND LEICESTERSHIRE ENTERPRISE PARTNERSHIP LIMITED,11932434,Active,Director,Resigned,10 June 2021,19 April 2024
