DC Candidate ID,Name,Company Name,Company Number,Company Status,Role,Role Status,Role Appointed Date,Role Resigned Date
288,Jon CRUDDAS,LABOUR TOGETHER LIMITED,09630980,Active,Director,Active,31 March 2016,
288,Jon CRUDDAS,MAY & BAKER EASTBROOK COMMUNITY CLUB LIMITED,08153396,Active,Director,Resigned,23 July 2012,1 July 2019
288,Jon CRUDDAS,CENTRE FOR ENGINEERING AND MANUFACTURING EXCELLENCE LTD,04238862,Active,Director,Resigned,8 August 2003,1 July 2005
294,Melanie ROBERTS,VOLUNTARY ACTION KIRKLEES,04115459,Dissolved,Director,Resigned,16 July 2003,9 June 2004
301,Lucy HURDS,THE PUTSON COMMUNITY ASSOCIATION LIMITED,04887631,Active,Director,Resigned,20 December 2017,31 January 2019
301,Lucy HURDS,THE PUTSON COMMUNITY ASSOCIATION LIMITED,04887631,Active,Director,Resigned,20 December 2017,31 January 2019
343,Helena Mary WINDSOR,PHYTOPLASMAS IN VITRO LTD,07899396,Active,Director,Active,5 January 2012,
343,Helena Mary WINDSOR,MYCOPLASMA EXPERIENCE LIMITED,02289379,Active,Director,Active,1 February 1991,
343,Helena Mary WINDSOR,MYCOPLASMA EXPERIENCE LIMITED,02289379,Active,Secretary,Active,1 February 1991,
343,Helena Mary WINDSOR,LINGFIELD GUEST HOUSE TRUSTEE LIMITED,09651165,Active,Director,Resigned,1 September 2016,8 May 2017
343,Helena Mary WINDSOR,PHYTOPLASMAS IN VITRO LTD,07899396,Active,Director,Active,5 January 2012,
343,Helena Mary WINDSOR,MYCOPLASMA EXPERIENCE LIMITED,02289379,Active,Director,Active,1 February 1991,
343,Helena Mary WINDSOR,MYCOPLASMA EXPERIENCE LIMITED,02289379,Active,Secretary,Active,1 February 1991,
343,Helena Mary WINDSOR,LINGFIELD GUEST HOUSE TRUSTEE LIMITED,09651165,Active,Director,Resigned,1 September 2016,8 May 2017
376,Katie Elizabeth CURTIS,CASTLE POINT CITIZENS ADVICE BUREAU,04254206,Dissolved,Director,Resigned,29 November 2007,23 April 2009
384,Tobias Martin ELLWOOD,QUEEN'S PARK INFANT ACADEMY,08434359,Active,Director,Resigned,1 April 2013,31 August 2016
425,Stephen CRABB,PEMBROKESHIRE ACTION TO COMBAT HARDSHIP (PATCH),06365713,Active,Director,Resigned,3 January 2012,4 September 2012
425,Stephen CRABB,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,2 July 2008,6 July 2009
432,Simon William Robert CLEMENT-JONES,C.D.E. SYSTEMS LTD,03863754,Active,Director,Active,29 October 1999,
432,Simon William Robert CLEMENT-JONES,C.D.E. SYSTEMS LTD,03863754,Active,Director,Active,29 October 1999,
438,Craig WHITTAKER,WORLD OF MIRRORS LIMITED,10284374,Dissolved,Director,,18 July 2016,
438,Craig WHITTAKER,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,27 June 2012,14 July 2015
438,Craig WHITTAKER,COMMUNITY FIRST YORKSHIRE LTD,01839458,Active,Director,Resigned,16 November 2002,15 October 2005
439,Jonathan Christopher St.Aubyn ESSEX,FURNISTORE IN EAST SURREY LIMITED,05960870,Active,Director,Active,10 November 2010,
439,Jonathan Christopher St.Aubyn ESSEX,VOLUNTARY ACTION REIGATE & BANSTEAD LTD,07217319,Active,Director,Active,1 September 2010,
439,Jonathan Christopher St.Aubyn ESSEX,BIOREGIONAL REIY LTD,06735818,Dissolved,Director,Resigned,28 October 2008,23 July 2010
439,Jonathan Christopher St.Aubyn ESSEX,BIOREGIONAL REIY LTD,06735818,Dissolved,Secretary,Resigned,28 October 2008,23 July 2010
439,Jonathan Christopher St.Aubyn ESSEX,FURNISTORE IN EAST SURREY LIMITED,05960870,Active,Director,Active,10 November 2010,
439,Jonathan Christopher St.Aubyn ESSEX,VOLUNTARY ACTION REIGATE & BANSTEAD LTD,07217319,Active,Director,Active,1 September 2010,
439,Jonathan Christopher St.Aubyn ESSEX,BIOREGIONAL REIY LTD,06735818,Dissolved,Director,Resigned,28 October 2008,23 July 2010
439,Jonathan Christopher St.Aubyn ESSEX,BIOREGIONAL REIY LTD,06735818,Dissolved,Secretary,Resigned,28 October 2008,23 July 2010
455,Michael Louis David FABRICANT,THE ENGINEERING AND TECHNOLOGY BOARD,04322409,Active,Director,Resigned,6 June 2002,6 June 2005
455,Michael Louis David FABRICANT,THE ENGINEERING AND TECHNOLOGY BOARD,04322409,Active,Director,Resigned,6 June 2002,6 June 2005
487,Heather Kay WHEELER,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Resigned,6 July 2015,5 September 2016
487,Heather Kay WHEELER,LOCAL INFORMATION UNIT LIMITED,01872218,Active,Director,Resigned,14 July 2009,6 May 2010
487,Heather Kay WHEELER,DERBY AND DERBYSHIRE ECONOMIC PARTNERSHIP,04866390,Dissolved,Director,Resigned,20 July 2007,31 October 2009
487,Heather Kay WHEELER,INDUSTRY AND PARLIAMENT TRUST,01308583,Active,Director,Resigned,6 July 2015,5 September 2016
487,Heather Kay WHEELER,LOCAL INFORMATION UNIT LIMITED,01872218,Active,Director,Resigned,14 July 2009,6 May 2010
487,Heather Kay WHEELER,DERBY AND DERBYSHIRE ECONOMIC PARTNERSHIP,04866390,Dissolved,Director,Resigned,20 July 2007,31 October 2009
495,Martin John VICKERS,THE CONSERVATIVE CHRISTIAN FELLOWSHIP LIMITED,07030775,Active,Director,Active,9 August 2018,
499,Nigel Martin EVANS,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,14 July 2015,
499,Nigel Martin EVANS,THE SMALL BUSINESS BUREAU LIMITED,02308101,Active,Director,Active,11 March 2015,
499,Nigel Martin EVANS,THE SMALL BUSINESS BUREAU LIMITED,02308101,Active,Director,Resigned,28 January 1995,12 June 2010
499,Nigel Martin EVANS,POLICY CONNECT LIMITED,03117836,Active,Director,Resigned,25 October 1995,20 October 2004
499,Nigel Martin EVANS,ASSOCIATION OF CONSERVATIVE CLUBS LIMITED(THE),00457188,Active,Director,Resigned,1 July 1995,29 June 1996
502,Zac GOLDSMITH,THE RAINFOREST FOUNDATION (UK),07391285,Active,Director,Resigned,29 September 2010,31 March 2017
502,Zac GOLDSMITH,THE GREEN ALLIANCE,02481100,Active,Director,Resigned,25 March 2009,12 December 2012
502,Zac GOLDSMITH,THE GREEN ALLIANCE TRUST,03037633,Active,Director,Resigned,25 March 2009,12 December 2012
524,Iain MCGILL,THE HARMONY EMPLOYMENT AGENCY LIMITED,SC285710,Active,Secretary,Active,12 January 2006,
524,Iain MCGILL,THE HARMONY EMPLOYMENT AGENCY LIMITED,SC285710,Active,Director,Active,12 January 2006,
524,Iain MCGILL,SCOTLAND YARD ADVENTURE CENTRE,SC101671,Active,Director,Resigned,29 January 2007,12 February 2013
571,Caroline LUCAS,GOODMONEY CIC,09108813,Active,Director,Resigned,30 June 2014,1 May 2019
571,Caroline LUCAS,OPEN BRITAIN LIMITED,09641190,Active,Director,Resigned,12 October 2015,14 September 2016
582,Toby PERKINS,FAMILIES FIRST CHILDCARE CO-OPERATIVE,05913059,Active,Director,Resigned,23 August 2007,1 August 2010
595,Lindsay Harvey HOYLE,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,29 June 2005,7 July 2010
595,Lindsay Harvey HOYLE,CHORLEY INTERCHANGE LIMITED,02284774,Active,Director,Resigned,15 April 1991,23 April 1998
595,Lindsay Harvey HOYLE,CUERDEN VALLEY PARK TRUST,01994107,Active,Director,Resigned,31 December 1991,20 March 1997
595,Lindsay Harvey HOYLE,MOTOR INDUSTRY LOCAL AUTHORITY NETWORK,02751196,Dissolved,Director,Resigned,28 September 1992,5 October 1995
688,Mark Richard TAMI,26 CAMBRIDGE ROAD LTD,04698190,Active,Director,Resigned,2 May 2003,11 September 2008
688,Mark Richard TAMI,26 CAMBRIDGE ROAD LTD,04698190,Active,Secretary,Resigned,2 May 2003,11 September 2008
688,Mark Richard TAMI,26 CAMBRIDGE ROAD LTD,04698190,Active,Director,Resigned,2 May 2003,11 September 2008
688,Mark Richard TAMI,26 CAMBRIDGE ROAD LTD,04698190,Active,Secretary,Resigned,2 May 2003,11 September 2008
699,Dolores KELLY,EAST BORDER REGION LIMITED,NI034498,Active,Director,Resigned,5 March 2004,29 September 2008
699,Dolores KELLY,LURGAN FORWARD,NI028222,Active,Director,Resigned,4 March 2005,25 September 2008
699,Mary Dolores KELLY,THE ANTRIM DOWN AND ARMAGH RURAL SUPPORT NETWORK (T.A.D.A.),NI038531,Active,Director,Resigned,10 May 2000,30 June 2006
738,Hilary BENN,THE LEEDS GROUNDWORK TRUST,02064992,Active,Director,Resigned,20 July 2001,4 December 2006
741,George Edward HOWARTH,THE PATHFINDER ACADEMY LTD,07958684,Dissolved,Director,,21 February 2012,
741,George Edward HOWARTH,KSA EDUCATION & TRAINING LTD,06761038,Dissolved,Director,,28 November 2008,
741,George Edward HOWARTH,THE BASKETBALL FOUNDATION,07656095,Active,Director,Resigned,5 July 2011,11 July 2016
741,George Edward HOWARTH,NATIONAL WILDFLOWER CENTRE,03752250,Dissolved,Director,Resigned,19 November 2010,31 March 2013
741,George Edward HOWARTH,THE PATHFINDER ACADEMY LTD,07958684,Dissolved,Director,,21 February 2012,
741,George Edward HOWARTH,KSA EDUCATION & TRAINING LTD,06761038,Dissolved,Director,,28 November 2008,
741,George Edward HOWARTH,THE BASKETBALL FOUNDATION,07656095,Active,Director,Resigned,5 July 2011,11 July 2016
741,George Edward HOWARTH,NATIONAL WILDFLOWER CENTRE,03752250,Dissolved,Director,Resigned,19 November 2010,31 March 2013
765,John Flasby Lawrance WHITTINGDALE,THE BRITISH UKRAINIAN SOCIETY,06088923,Active,Director,Resigned,20 October 2010,20 November 2014
765,John Flasby Lawrance WHITTINGDALE,AUDIO NETWORK LIMITED,04257337,Active,Director,Resigned,9 October 2008,24 July 2013
765,John Flasby Lawrance WHITTINGDALE,THE BRITISH UKRAINIAN SOCIETY,06088923,Active,Director,Resigned,20 October 2010,20 November 2014
765,John Flasby Lawrance WHITTINGDALE,AUDIO NETWORK LIMITED,04257337,Active,Director,Resigned,9 October 2008,24 July 2013
769,Gavin Alexander WILLIAMSON,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,7 July 2010,27 June 2012
769,Gavin Alexander WILLIAMSON,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,7 July 2010,27 June 2012
784,Andrew Richard ROSINDELL,CANADA-UNITED KINGDOM COUNCIL,02681599,Active,Director,Active,11 January 2011,
784,Andrew Richard ROSINDELL,CO-GAS SAFETY THE CARBON MONOXIDE AND GAS SAFETY SOCIETY,03084435,Active,Director,Active,7 December 2010,
784,Andrew Richard ROSINDELL,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,7 July 2010,
784,Andrew Richard ROSINDELL,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,02693163,Active,Director,Resigned,18 August 2010,17 August 2019
784,Andrew Richard ROSINDELL,THE EUROPEAN FOUNDATION,02745888,Active,Director,Resigned,28 October 1998,10 September 1999
784,Andrew Richard ROSINDELL,CANADA-UNITED KINGDOM COUNCIL,02681599,Active,Director,Active,11 January 2011,
784,Andrew Richard ROSINDELL,CO-GAS SAFETY THE CARBON MONOXIDE AND GAS SAFETY SOCIETY,03084435,Active,Director,Active,7 December 2010,
784,Andrew Richard ROSINDELL,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,7 July 2010,
784,Andrew Richard ROSINDELL,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,02693163,Active,Director,Resigned,18 August 2010,17 August 2019
784,Andrew Richard ROSINDELL,THE EUROPEAN FOUNDATION,02745888,Active,Director,Resigned,28 October 1998,10 September 1999
784,Andrew Richard ROSINDELL,CANADA-UNITED KINGDOM COUNCIL,02681599,Active,Director,Active,11 January 2011,
784,Andrew Richard ROSINDELL,CO-GAS SAFETY THE CARBON MONOXIDE AND GAS SAFETY SOCIETY,03084435,Active,Director,Active,7 December 2010,
784,Andrew Richard ROSINDELL,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,7 July 2010,
784,Andrew Richard ROSINDELL,THE WESTMINSTER FOUNDATION FOR DEMOCRACY LIMITED,02693163,Active,Director,Resigned,18 August 2010,17 August 2019
784,Andrew Richard ROSINDELL,THE EUROPEAN FOUNDATION,02745888,Active,Director,Resigned,28 October 1998,10 September 1999
787,James DUDDRIDGE,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Resigned,12 July 2017,31 July 2019
816,Valerie VAZ,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,14 July 2015,
1021,Sheryll MURRAY,THE FISHERMEN'S ASSOCIATION LIMITED,SC160307,Dissolved,Director,Resigned,30 March 2001,12 June 2003
1037,Anneliese DODDS,ROSE HILL AND DONNINGTON ADVICE CENTRE LIMITED,06428264,Active,Director,Resigned,7 December 2011,26 September 2014
1037,Anneliese DODDS,ROSE HILL AND DONNINGTON ADVICE CENTRE LIMITED,06428264,Active,Director,Resigned,7 December 2011,26 September 2014
1043,Jonathan Neil REYNOLDS,ASPIREPLUS EDUCATIONAL TRUST,10770148,Active,Director,Active,20 September 2017,
1043,Jonathan Neil REYNOLDS,MAKE VOTES COUNT,03476281,Active,Director,Active,1 November 2016,
1046,Stewart HOSIE,4 SUMATRA ROAD LIMITED,05822493,Active,Director,Resigned,19 May 2006,29 September 2011
1056,Stephen Anthony Christopher LLOYD,CARE FOR THE CARERS,03677361,Active,Director,Active,28 September 2016,
1059,Sally Curtis KEEBLE,EMMANUEL COFFEE SHOP LIMITED,05866608,Active,Director,Active,5 September 2016,
1061,Oliver MCMULLAN,CAUSEWAY COAST AND GLENS HERITAGE TRUST LIMITED,NI043293,Active,Director,Active,24 September 2019,
1061,Oliver MCMULLAN,C&F TRACTOR AND PLANT SALES LTD,NI660309,Active,Director,Active,3 April 2019,
1061,Oliver MCMULLAN,MCMULLAN'S CENTRAL BAR LTD,NI657901,Active,Director,Active,19 December 2018,
1073,Daniel Robert KAWCZYNSKI,SAH (SOLUTIONS) LIMITED,08036958,Dissolved,Director,,19 April 2012,
1073,Daniel Robert KAWCZYNSKI,SAH (SOLUTIONS) LIMITED,08036958,Dissolved,Director,,19 April 2012,
1088,Joshua OGUNLEYE,ROKTOM LIMITED,08919984,Dissolved,Director,,3 March 2014,
1088,Joshua OGUNLEYE,BRS LOGISTICS LIMITED,08378668,Dissolved,Director,,29 January 2013,
1116,Ian MURRAY,LABOUR CAMPAIGN FOR THE SINGLE MARKET LIMITED,10929919,Active,Director,Active,23 May 2018,
1116,Ian MURRAY,SCOTTISH LABOUR FOR THE SINGLE MARKET LIMITED,SC589636,Active,Director,Active,22 February 2018,
1116,Ian MURRAY,COMMONWEALTH PARLIAMENTARY ASSOCIATION (UNITED KINGDOM BRANCH),04606846,Active,Director,Active,12 July 2017,
1116,Ian MURRAY,THE ROYAL OBSERVATORY (EDINBURGH) TRUST,SC069720,Active,Director,Active,24 September 2012,
1116,Ian MURRAY,100MPH EVENTS LIMITED,SC224191,Active,Director,Active,22 October 2001,
1116,Ian MURRAY,FOUNDATION OF HEARTS LIMITED,SC387126,Active,Director,Resigned,6 May 2013,30 June 2015
1116,Ian MURRAY,HEART OF MIDLOTHIAN PLC,SC005863,Active,Director,Resigned,9 May 2014,30 June 2015
1116,Ian MURRAY,THE SOUTH EDINBURGH PARTNERSHIP LIMITED,SC179905,Dissolved,Director,Resigned,10 June 2003,10 July 2010
1116,Ian MURRAY,C.E.C. HOLDINGS LIMITED,SC135444,Active,Director,Resigned,20 December 2008,8 June 2010
1116,Ian MURRAY,THE EDINBURGH AND LOTHIANS GREENSPACE TRUST,SC132480,Active,Director,Resigned,18 June 2003,20 June 2007
1120,Jeremy CORBYN,HANLEY CROUCH COMMUNITY ASSOCIATION LIMITED,01771608,Active,Director,Active,30 September 2006,
1120,Jeremy CORBYN,HANLEY CROUCH COMMUNITY ASSOCIATION LIMITED,01771608,Active,Director,Active,30 September 2006,
1123,Caroline Fiona Ellen NOKES,NATIONAL PONY SOCIETY(THE),00077583,Active,Secretary,Resigned,1 April 2008,11 September 2009
1173,Robin Christopher LUNN,EASTMILLS LIMITED,04642182,Active,Director,Active,2 April 2015,
1173,Robin Christopher LUNN,REDDITCH CITIZENS ADVICE BUREAU,02620992,Dissolved,Director,,1 December 2013,
1173,Robin Christopher LUNN,WEBHEATH ACADEMY PRIMARY SCHOOL,07959096,Active,Director,Active,11 February 2013,
1173,Robin Christopher LUNN,EASTMILLS LIMITED,04642182,Active,Director,Active,2 April 2015,
1173,Robin Christopher LUNN,REDDITCH CITIZENS ADVICE BUREAU,02620992,Dissolved,Director,,1 December 2013,
1173,Robin Christopher LUNN,WEBHEATH ACADEMY PRIMARY SCHOOL,07959096,Active,Director,Active,11 February 2013,
